1,0.1305,0.1322,0.08780,0.130,0.1315		 				
2,0.2990,0.2992,0.2562,0.299,0.3000	 
3,0.5220,0.5221,0.4791,0.522,0.5228
4,0.7445,0.7448,0.7020,0.744,0.7455
5,0.9245,0.9234,0.8811,0.924,0.9254
6,0.0005,0.0003,0.0005,0.002,0.0005
