14.9,0.1,15.5,0.1
15.0,0.1,15.1,0.1
14.3,0.1,15.6,0.1
15.0,0.1,15.0,0.1
14.4,0.1,15.5,0.2
15.0,0.1,15.1,0.1
14.5,0.2,15.7,0.2
15.0,0.2,10.4,0.2
