0.9899,0.0005,0.2815,0.0005
0.9900,0.0005,0.2782,0.0005
0.9872,0.0002,0.2721,0.0001
0.9990,0.0005,0.2735,0.0005
0.9925,0.0003,0.2744,0.0003
